MM10_HindIII.baitmapchr10	100011447	100016066	94128
chr10	100138601	100141189	94164
chr10	100142324	100149250	94166
chr10	100323317	100370284	94214
chr10	100487196	100487501	94254
chr10	100487502	100490432	94255
chr10	100588031	100592730	94300
chr10	10097804	10104438	65388
chr10	101680061	101685891	94692
chr10	101770934	101773455	94715
chr10	102488093	102492006	94939
chr10	102508404	102512958	94945
chr10	103026355	103030016	95141
chr10	103117858	103123805	95183
chr10	103235877	103237475	95221
chr10	103367313	103369532	95259
chr10	103958025	103964294	95452
chr10	104216802	104225238	95537
chr10	104468839	104475155	95632
chr10	10466959	10472533	65519
chr10	104862667	104867339	95771
chr10	105037230	105040684	95831
chr10	105136286	105140522	95869
chr10	10551917	10558428	65553
chr10	105570760	105576908	96009
chr10	105840698	105841957	96134
chr10	105849844	105854202	96138
chr10	105926216	105936673	96162
chr10	106053704	106059846	96194
chr10	106460257	106469242	96333
chr10	10661032	10664291	65582
chr10	10680047	10683680	65588
chr10	10683681	10692863	65589
chr10	107122634	107130360	96563
chr10	107136315	107138910	96565
chr10	107271328	107273939	96614
chr10	107485710	107488715	96685
chr10	107488716	107497169	96686
chr10	107716719	107723439	96758
chr10	107911509	107916686	96810
chr10	108158222	108164070	96901
chr10	108326591	108344011	96963
chr10	108363271	108365488	96975
chr10	109009186	109011311	97218
chr10	109363582	109370478	97347
chr10	109993054	110002541	97547
chr10	110736378	110748138	97759
chr10	110792934	110797875	97774
chr10	11081459	11084604	65743
chr10	110885565	110892638	97802
chr10	110904885	110906003	97808
chr10	110917077	110926618	97813
chr10	111007379	111010580	97838
chr10	111119505	111126196	97874
chr10	111126197	111132665	97875
chr10	111157292	111176743	97886
chr10	111295142	111307584	97932
chr10	111471709	111476332	97978
chr10	11147945	11150204	65768
chr10	111479926	111483907	97984
chr10	111500555	111502178	97991
chr10	111502754	111507711	97994
chr10	111967372	111973502	98139
chr10	112000632	112003356	98146
chr10	112058330	112065906	98169
chr10	112082259	112085344	98178
chr10	11211546	11213274	65782
chr10	112268596	112275728	98255
chr10	11278323	11282581	65800
chr10	112918632	112933009	98489
chr10	11329623	11332333	65813
chr10	11342191	11346979	65820
chr10	114749658	114761999	99112
chr10	114799772	114810871	99126
chr10	114991040	114993869	99181
chr10	115184298	115185135	99251
chr10	115249943	115257672	99281
chr10	115313753	115322265	99305
chr10	115360723	115364111	99315
chr10	115384337	115386518	99323
chr10	115559574	115571120	99384
chr10	115582996	115589940	99389
chr10	115814238	115823428	99453
chr10	116017196	116018887	99524
chr10	11608269	11620651	65891
chr10	116111740	116115912	99556
chr10	116268302	116282166	99601
chr10	116340195	116346548	99626
chr10	116415828	116421783	99648
chr10	116469104	116479378	99666
chr10	11647411	11653066	65898
chr10	116580916	116586045	99708
chr10	116895845	116917613	99819
chr10	116948098	116952476	99830
chr10	116960448	116969084	99838
chr10	116972097	116975783	99840
chr10	116985683	116989514	99847
chr10	117039141	117047975	99863
chr10	117062279	117069864	99871
chr10	117145605	117149628	99898
chr10	117171781	117183658	99906
chr10	117220834	117224721	99918
chr10	117234588	117241147	99922
chr10	117244444	117247227	99924
chr10	117288437	117297156	99940
chr10	117373648	117380048	99970
chr10	117622267	117631051	100037
chr10	117661212	117671618	100043
chr10	117708471	117720976	100058
chr10	117745623	117752722	100066
chr10	117791922	117795432	100076
chr10	117842814	117848672	100096
chr10	118140378	118144395	100189
chr10	118201503	118205111	100212
chr10	118437065	118456108	100290
chr10	118853319	118863097	100425
chr10	118866490	118870224	100428
chr10	119238938	119242583	100554
chr10	11933757	11952486	65995
chr10	119438814	119449946	100616
chr10	119449947	119459438	100617
chr10	119558123	119568554	100645
chr10	11958487	11967731	66000
chr10	119761502	119763956	100707
chr10	119852003	119853075	100739
chr10	120112504	120121533	100830
chr10	120194094	120202862	100850
chr10	120220523	120228768	100858
chr10	120387872	120390085	100905
chr10	120447975	120448803	100920
chr10	120473066	120477582	100933
chr10	120599961	120607949	100974
chr10	120764842	120769195	101026
chr10	120897899	120902473	101064
chr10	120973545	120979186	101100
chr10	120979187	120980584	101101
chr10	121033138	121047273	101120
chr10	121309128	121312216	101183
chr10	121360879	121367155	101202
chr10	121462137	121476908	101224
chr10	121618415	121623162	101266
chr10	121625713	121626660	101269
chr10	121641363	121642548	101276
chr10	121739439	121743357	101309
chr10	122046420	122050355	101404
chr10	122095913	122100780	101426
chr10	122445964	122449937	101510
chr10	122676646	122685596	101608
chr10	122984540	122994361	101716
chr10	123076319	123079656	101749
chr10	123196021	123200644	101786
chr10	123260846	123264332	101813
chr10	123429672	123436539	101887
chr10	12359682	12365346	66129
chr10	12367440	12374820	66133
chr10	125326781	125329231	102540
chr10	125965195	125980766	102751
chr10	126034429	126036969	102767
chr10	126709345	126711690	102990
chr10	126833284	126841884	103033
chr10	126900383	126903870	103046
chr10	126972179	126982067	103066
chr10	126989078	126996005	103070
chr10	126996006	126999017	103071
chr10	127000613	127007979	103074
chr10	127027718	127040276	103080
chr10	127040277	127048753	103081
chr10	127055131	127070012	103084
chr10	127070013	127078366	103085
chr10	127078367	127079225	103086
chr10	127120537	127121195	103093
chr10	127132532	127143954	103096
chr10	127163811	127166375	103105
chr10	127179395	127206764	103111
chr10	127259994	127267816	103126
chr10	127285664	127291001	103134
chr10	127306691	127313341	103142
chr10	127321519	127322438	103147
chr10	127328744	127344568	103150
chr10	127351538	127365514	103154
chr10	127365515	127374326	103155
chr10	127374327	127385187	103156
chr10	127403263	127406978	103160
chr10	127499827	127505516	103186
chr10	127511048	127519362	103190
chr10	127521379	127527385	103193
chr10	127528613	127537061	103195
chr10	127578936	127606213	103207
chr10	127610021	127621361	103211
chr10	127631848	127643962	103214
chr10	127663585	127664749	103222
chr10	127664750	127668360	103223
chr10	127668361	127670701	103224
chr10	127670893	127676831	103226
chr10	127704973	127710158	103234
chr10	127710159	127727887	103235
chr10	127737685	127742416	103238
chr10	127748814	127756208	103241
chr10	127756209	127763252	103242
chr10	12782420	12800225	66285
chr10	127841119	127856140	103277
chr10	127877977	127889415	103286
chr10	127898201	127901265	103290
chr10	127950504	127957481	103305
chr10	127998318	128003249	103318
chr10	128004647	128015288	103320
chr10	128029671	128041330	103323
chr10	128055318	128069151	103331
chr10	128076737	128093311	103335
chr10	128179768	128182131	103364
chr10	128193236	128204627	103371
chr10	128204628	128212417	103372
chr10	128224191	128228031	103374
chr10	128228032	128232604	103375
chr10	128239617	128265194	103379
chr10	128265195	128268886	103380
chr10	128270516	128270960	103382
chr10	128286700	128299555	103389
chr10	128303085	128317202	103391
chr10	128318263	128323506	103393
chr10	128329080	128335064	103395
chr10	128336449	128340332	103397
chr10	128344887	128353885	103401
chr10	128369686	128376108	103412
chr10	128376109	128382968	103413
chr10	128392865	128397897	103417
chr10	128400362	128410778	103419
chr10	128411175	128413189	103421
chr10	128422597	128437218	103426
chr10	128454792	128460049	103430
chr10	128493616	128494790	103438
chr10	128494791	128499511	103439
chr10	128522509	128527564	103446
chr10	128546345	128551255	103453
chr10	128562798	128568920	103457
chr10	128584550	128593435	103463
chr10	128600592	128615754	103467
chr10	128624056	128640369	103472
chr10	128643481	128647563	103476
chr10	128651608	128691794	103478
chr10	12868731	12872951	66302
chr10	128691795	128701691	103479
chr10	128703795	128712748	103481
chr10	128729051	128745817	103487
chr10	128747561	128759795	103489
chr10	128784972	128791540	103497
chr10	128791697	128804955	103499
chr10	128804956	128808473	103500
chr10	128812654	128823412	103502
chr10	128881893	128892974	103525
chr10	128902950	128911988	103529
chr10	128921764	128926395	103535
chr10	128928483	128934230	103537
chr10	128936120	128948124	103540
chr10	128959319	128967062	103544
chr10	129093489	129094743	103593
chr10	129107876	129115434	103597
chr10	129132055	129133935	103605
chr10	129154218	129162821	103616
chr10	129230145	129239447	103641
chr10	129248007	129256571	103646
chr10	129256659	129274597	103648
chr10	129300082	129303471	103658
chr10	129326790	129333769	103669
chr10	129385895	129389637	103698
chr10	129432029	129439040	103713
chr10	129462185	129464197	103723
chr10	129471661	129477464	103732
chr10	129495895	129514642	103739
chr10	129540094	129546546	103744
chr10	129559106	129571546	103751
chr10	129605501	129608493	103763
chr10	129623908	129627950	103773
chr10	12963813	12965304	66327
chr10	129645614	129648016	103775
chr10	129659349	129665932	103781
chr10	129666185	129671057	103783
chr10	129680658	129688378	103787
chr10	129704533	129705978	103793
chr10	129722119	129724448	103798
chr10	129733752	129739785	103802
chr10	129754898	129757317	103806
chr10	129767384	129768546	103816
chr10	129769167	129777815	103818
chr10	129788462	129793079	103823
chr10	129801630	129804912	103827
chr10	129840936	129851875	103838
chr10	129872349	129875279	103841
chr10	129945170	129948861	103867
chr10	129983714	129987982	103881
chr10	130013233	130018746	103891
chr10	130033122	130034328	103896
chr10	13005249	13019441	66339
chr10	130069159	130076593	103906
chr10	130098121	130117963	103915
chr10	130122110	130131621	103917
chr10	130157048	130164071	103932
chr10	130178290	130180992	103943
chr10	130205082	130212201	103955
chr10	130279133	130284571	103982
chr10	130322710	130323959	103995
chr10	130495696	130500119	104056
chr10	13089471	13095064	66356
chr10	13176355	13180605	66384
chr10	13191351	13201187	66389
chr10	13472646	13475700	66478
chr10	13496907	13504270	66488
chr10	13544449	13553879	66505
chr10	13867728	13873238	66617
chr10	13963522	13966535	66645
chr10	14230653	14235946	66727
chr10	14519458	14523285	66831
chr10	14544809	14552371	66842
chr10	14661550	14666345	66876
chr10	14703933	14706022	66890
chr10	14717242	14719268	66894
chr10	14754109	14760900	66908
chr10	14983299	14995227	66984
chr10	17115412	17121281	67686
chr10	17720536	17725114	67869
chr10	17795557	17796967	67891
chr10	17939786	17948514	67942
chr10	18022214	18024915	67963
chr10	18055214	18058802	67975
chr10	18169243	18176027	68024
chr10	18234565	18239383	68033
chr10	18385135	18390717	68078
chr10	18545433	18549019	68126
chr10	18741303	18743870	68196
chr10	18778079	18785129	68210
chr10	18838659	18849225	68240
chr10	19012423	19015728	68293
chr10	19353650	19362525	68384
chr10	19590073	19591951	68445
chr10	19620322	19627079	68459
chr10	19698463	19713289	68483
chr10	19778975	19785592	68503
chr10	19847501	19852472	68520
chr10	19905311	19908327	68547
chr10	19931886	19935183	68559
chr10	20147979	20153702	68616
chr10	20310837	20314545	68668
chr10	20347796	20351690	68678
chr10	20719116	20725438	68811
chr10	20950151	20954537	68881
chr10	21160067	21162404	68975
chr10	21224667	21227602	69000
chr10	21373592	21382095	69041
chr10	21422370	21428703	69061
chr10	21586381	21589429	69104
chr10	21589430	21593860	69105
chr10	21688629	21696291	69136
chr10	21873870	21880982	69197
chr10	21880983	21886162	69198
chr10	22068035	22073525	69258
chr10	22644059	22648008	69418
chr10	22730691	22739973	69455
chr10	22815888	22824970	69486
chr10	23165919	23169375	69615
chr10	23349382	23350733	69675
chr10	23785010	23801962	69812
chr10	23844598	23852954	69822
chr10	23894591	23899349	69836
chr10	23918090	23920470	69847
chr10	23937569	23947076	69852
chr10	23947253	23951204	69854
chr10	23958166	23962363	69857
chr10	23969027	23971419	69862
chr10	23981849	23986846	69870
chr10	23990885	24001313	69875
chr10	24024451	24029910	69887
chr10	24036953	24040368	69889
chr10	24045494	24056646	69893
chr10	24107573	24115319	69919
chr10	24149224	24149908	69936
chr10	24193064	24195671	69957
chr10	24222059	24228553	69970
chr10	24589588	24598343	70089
chr10	24708880	24715914	70137
chr10	24835982	24837124	70178
chr10	24866986	24872485	70187
chr10	24893643	24894894	70194
chr10	24927176	24930897	70209
chr10	25048340	25059070	70251
chr10	25265168	25270801	70328
chr10	25296013	25299943	70334
chr10	25357470	25365166	70356
chr10	25993486	26001671	70549
chr10	26075226	26083522	70578
chr10	26228987	26230727	70618
chr10	26355138	26362748	70667
chr10	26372924	26377346	70674
chr10	26767259	26774144	70788
chr10	27450119	27454246	71015
chr10	27616047	27617903	71077
chr10	28071040	28077855	71229
chr10	28209386	28216092	71282
chr10	28666875	28669224	71446
chr10	28984716	28988721	71567
chr10	29143816	29144612	71627
chr10	29208522	29212082	71652
chr10	29311044	29317420	71686
chr10	29346403	29349703	71701
chr10	29359899	29363925	71706
chr10	29378616	29402848	71713
chr10	29533768	29537153	71767
chr10	30198763	30202851	71996
chr10	30490849	30495457	72094
chr10	30600254	30601947	72126
chr10	30615652	30619699	72133
chr10	30728439	30738620	72168
chr10	30799852	30804821	72186
chr10	30837233	30843324	72202
chr10	30942048	30943979	72243
chr10	31159810	31168676	72319
chr10	31312982	31316046	72365
chr10	31444011	31447846	72413
chr10	31607702	31612646	72459
chr10	31946477	31952250	72575
chr10	32402090	32411303	72731
chr10	3266764	3269541	63068
chr10	32885944	32893189	72910
chr10	33082492	33087194	72975
chr10	33622729	33635188	73167
chr10	3365912	3368097	63101
chr10	33781813	33783995	73206
chr10	33809305	33812042	73221
chr10	33857139	33864246	73235
chr10	33903751	33910382	73258
chr10	33949137	33952602	73271
chr10	33994501	33995444	73290
chr10	34009621	34012113	73296
chr10	34013795	34021257	73299
chr10	34037540	34038969	73307
chr10	34042928	34045220	73310
chr10	34095754	34097570	73335
chr10	34124643	34131796	73344
chr10	34198951	34209601	73372
chr10	3422844	3426820	63123
chr10	34281064	34284103	73399
chr10	34296387	34299087	73401
chr10	34389144	34392507	73429
chr10	34416708	34420300	73435
chr10	34481874	34485251	73455
chr10	35111347	35113364	73678
chr10	3539656	3543496	63173
chr10	35711374	35715006	73862
chr10	36505987	36508194	74151
